# ppt,,,
1994-01T00:00:00Z,-17,0,0
1994-02T00:00:00Z,-13.25925926,0,0
1994-03T00:00:00Z,-6.709677419,0,0
1994-04T00:00:00Z,0.2,0,0
1994-05T00:00:00Z,4.096774194,0,0
1994-06T00:00:00Z,11.46666667,0,0
1994-07T00:00:00Z,15.5483871,0,0
1994-08T00:00:00Z,11.92592593,0,0
1994-09T00:00:00Z,4.233333333,0,0
1994-10T00:00:00Z,1.7,0,0
1994-11T00:00:00Z,-3.130434783,0,0
1994-12T00:00:00Z,-7.291666667,0,0
1995-01T00:00:00Z,-7.642857143,0,0
1995-02T00:00:00Z,-12.0952381,0,0
1995-03T00:00:00Z,-3.423076923,0,0
1995-04T00:00:00Z,-3,0,0
1995-05T00:00:00Z,4,0,0
1995-06T00:00:00Z,6.947368421,0,0
1995-07T00:00:00Z,11.03846154,0,0
1995-08T00:00:00Z,10.32258065,0,0
1995-09T00:00:00Z,4.233333333,0,0
1995-10T00:00:00Z,-2,0,0
1995-11T00:00:00Z,-4.857142857,0,0
1995-12T00:00:00Z,-3.266666667,0,0
1996-01T00:00:00Z,-9.523809524,0,0
1996-02T00:00:00Z,-12.57142857,0,0
1996-03T00:00:00Z,-7.931034483,0,0
1996-04T00:00:00Z,-2.222222222,0,0
1996-05T00:00:00Z,4.483870968,0,0
1996-06T00:00:00Z,12.26666667,0,0
1996-07T00:00:00Z,13.58064516,0,0
1996-08T00:00:00Z,14.72413793,0,0
1996-09T00:00:00Z,9.4,0,0
1996-10T00:00:00Z,1.379310345,0,0
1996-11T00:00:00Z,-4.857142857,0,0
1996-12T00:00:00Z,-3.266666667,0,0
1997-01T00:00:00Z,-13.06896552,0,0
1997-02T00:00:00Z,-10.52173913,0,0
1997-03T00:00:00Z,-6.708333333,0,0
1997-04T00:00:00Z,-1.142857143,0,0
1997-05T00:00:00Z,4.368421053,0,0
1997-06T00:00:00Z,10.76666667,0,0
1997-07T00:00:00Z,12.77419355,0,0
1997-08T00:00:00Z,12.13333333,0,0
1997-09T00:00:00Z,7.689655172,0,0
1997-10T00:00:00Z,1,0,0
1997-11T00:00:00Z,-4.366666667,0,0
1997-12T00:00:00Z,-8,0,0
1998-01T00:00:00Z,-8.580645161,0,0
1998-02T00:00:00Z,-8.923076923,0,0
1998-03T00:00:00Z,-5.56,0,0
1998-04T00:00:00Z,-0.566666667,0,0
1998-05T00:00:00Z,7,0,0
1998-06T00:00:00Z,10.51724138,0,0
1998-07T00:00:00Z,13.03225806,0,0
1998-08T00:00:00Z,12.77419355,0,0
1998-09T00:00:00Z,8.033333333,0,0
1998-10T00:00:00Z,0.592592593,0,0
1998-11T00:00:00Z,-4.043478261,0,0
1998-12T00:00:00Z,-7.12,0,0
1999-01T00:00:00Z,-12.3,0,0
1999-02T00:00:00Z,-10.53571429,0,0
1999-03T00:00:00Z,-7.416666667,0,0
1999-04T00:00:00Z,-1.482758621,0,0
1999-05T00:00:00Z,5.172413793,0,0
1999-06T00:00:00Z,13.13333333,0,0
1999-07T00:00:00Z,15.6,0,0
1999-08T00:00:00Z,14.10714286,0,0
1999-09T00:00:00Z,11.3,0,0
1999-10T00:00:00Z,1.137931034,0,0
1999-11T00:00:00Z,-0.034482759,0,0
1999-12T00:00:00Z,-8.612903226,0,0
2000-01T00:00:00Z,-13.25806452,0,0
2000-02T00:00:00Z,-8.965517241,0,0
2000-03T00:00:00Z,-3.3,0,0
2000-04T00:00:00Z,-0.166666667,0,0
2000-05T00:00:00Z,6.033333333,0,0
2000-06T00:00:00Z,11.27586207,0,0
2000-07T00:00:00Z,12.76666667,0,0
2000-08T00:00:00Z,12.93548387,0,0
2000-09T00:00:00Z,8.633333333,0,0
2000-10T00:00:00Z,2.580645161,0,0
2000-11T00:00:00Z,-2.066666667,0,0
2000-12T00:00:00Z,-12,0,0
2001-01T00:00:00Z,-11.38709677,0,0
2001-02T00:00:00Z,-10.25925926,0,0
2001-03T00:00:00Z,-7.433333333,0,0
2001-04T00:00:00Z,-0.413793103,0,0
2001-05T00:00:00Z,6.548387097,0,0
2001-06T00:00:00Z,12.21428571,0,0
2001-07T00:00:00Z,11.82758621,0,0
2001-08T00:00:00Z,14.82758621,0,0
2001-09T00:00:00Z,9,0,0
2001-10T00:00:00Z,3.387096774,0,0
2001-11T00:00:00Z,1.05,0,0
2001-12T00:00:00Z,-4.238095238,0,0
2002-01T00:00:00Z,-4.7,0,0
2002-02T00:00:00Z,-6.4,0,0
2002-03T00:00:00Z,-3.6,0,0
2002-04T00:00:00Z,2.2,0,0
2002-05T00:00:00Z,5.6,0,0
2002-06T00:00:00Z,10.9,0,0
2002-07T00:00:00Z,15.3,0,0
2002-08T00:00:00Z,15.1,0,0
2002-09T00:00:00Z,11.8,0,0
2002-10T00:00:00Z,3.1,0,0
2002-11T00:00:00Z,-1.3,0,0
2002-12T00:00:00Z,-7.1,0,0
2003-01T00:00:00Z,-13.3,0,0
2003-02T00:00:00Z,-11.4,0,0
2003-03T00:00:00Z,-5.3,0,0
2003-04T00:00:00Z,-0.4,0,0
2003-05T00:00:00Z,6.3,0,0
2003-06T00:00:00Z,12.2,0,0
2003-07T00:00:00Z,15.6,0,0
2003-08T00:00:00Z,16.1,0,0
2003-09T00:00:00Z,10.9,0,0
2003-10T00:00:00Z,3.3,0,0
2003-11T00:00:00Z,0.2,0,0
2003-12T00:00:00Z,-5.8,0,0
2004-01T00:00:00Z,-15,0,0
2004-02T00:00:00Z,-8.7,0,0
2004-03T00:00:00Z,-3.3,0,0
2004-04T00:00:00Z,1.6,0,0
2004-05T00:00:00Z,7.7,0,0
2004-06T00:00:00Z,10.8,0,0
2004-07T00:00:00Z,14.8,0,0
2004-08T00:00:00Z,14.7,0,0
2004-09T00:00:00Z,10.8,0,0
2004-10T00:00:00Z,4.6,0,0
2004-11T00:00:00Z,-1.3,0,0
2004-12T00:00:00Z,-6.9,0,0
2005-01T00:00:00Z,-11.3,0,0
2005-02T00:00:00Z,-7.8,0,0
2005-03T00:00:00Z,-6.5,0,0
2005-04T00:00:00Z,2,0,0
2005-05T00:00:00Z,4.6,0,0
2005-06T00:00:00Z,13.9,0,0
2005-07T00:00:00Z,15.9,0,0
2005-08T00:00:00Z,16.1,0,0
2005-09T00:00:00Z,11.6,0,0
2005-10T00:00:00Z,6,0,0
2005-11T00:00:00Z,-0.6,0,0
2005-12T00:00:00Z,-7.4,0,0
2006-01T00:00:00Z,-5.2,0,0
2006-02T00:00:00Z,-8.8,0,0
2006-03T00:00:00Z,-4.5,0,0
2006-04T00:00:00Z,1.9,0,0
2006-05T00:00:00Z,7.4,0,0
2006-06T00:00:00Z,13.7,0,0
2006-07T00:00:00Z,16.9,0,0
2006-08T00:00:00Z,14,0,0
2006-09T00:00:00Z,9.9,0,0
2006-10T00:00:00Z,3.8,0,0
2006-11T00:00:00Z,2.5,0,0
2006-12T00:00:00Z,-2.7,0,0
2007-01T00:00:00Z,-7.3,0,0
2007-02T00:00:00Z,-11.8,0,0
2007-03T00:00:00Z,-5.7,0,0
2007-04T00:00:00Z,0.6,0,0
2007-05T00:00:00Z,7.6,0,0
2007-06T00:00:00Z,11.7,0,0
2007-07T00:00:00Z,14.8,0,0
2007-08T00:00:00Z,14.1,0,0
2007-09T00:00:00Z,10.8,0,0
2007-10T00:00:00Z,7.5,0,0
2007-11T00:00:00Z,-2.2,0,0
2007-12T00:00:00Z,-7.4,0,0
2008-01T00:00:00Z,-8.2,0,0
2008-02T00:00:00Z,-8.7,0,0
2008-03T00:00:00Z,-5,0,0
2008-04T00:00:00Z,2,0,0
2008-05T00:00:00Z,5.6,0,0
2008-06T00:00:00Z,13.3,0,0
2008-07T00:00:00Z,16.4,0,0
2008-08T00:00:00Z,13.2,0,0
2008-09T00:00:00Z,11.2,0,0
2008-10T00:00:00Z,3.4,0,0
2008-11T00:00:00Z,-0.8,0,0
2008-12T00:00:00Z,-7,0,0
2009-01T00:00:00Z,-13.1,0,0
2009-02T00:00:00Z,-8.3,0,0
2009-03T00:00:00Z,-4.1,0,0
2009-04T00:00:00Z,2.4,0,0
2009-05T00:00:00Z,7.3,0,0
2009-06T00:00:00Z,12,0,0
2009-07T00:00:00Z,13.7,0,0
2009-08T00:00:00Z,15.3,0,0
2009-09T00:00:00Z,9.2,0,0
2009-10T00:00:00Z,3.4,0,0
2009-11T00:00:00Z,2.2,0,0
2009-12T00:00:00Z,-7.7,0,0
2010-01T00:00:00Z,-9,0,0
2010-02T00:00:00Z,-6.8,0,0
2010-03T00:00:00Z,0.1,0,0
2010-04T00:00:00Z,3.4,0,0
2010-05T00:00:00Z,8.9,0,0
2010-06T00:00:00Z,13.4,0,0
2010-07T00:00:00Z,16.3,0,0
2010-08T00:00:00Z,14.8,0,0
2010-09T00:00:00Z,12,0,0
2010-10T00:00:00Z,4.4,0,0
2010-11T00:00:00Z,-0.7,0,0
2010-12T00:00:00Z,-7.8,0,0
2011-01T00:00:00Z,-11.1,0,0
2011-02T00:00:00Z,-9.8,0,0
2011-03T00:00:00Z,-4.5,0,0
2011-04T00:00:00Z,2.6,0,0
2011-05T00:00:00Z,9.2,0,0
2011-06T00:00:00Z,12,0,0
2011-07T00:00:00Z,16.1,0,0
2011-08T00:00:00Z,14.9,0,0
2011-09T00:00:00Z,13,0,0
2011-10T00:00:00Z,5.3,0,0
2011-11T00:00:00Z,2.2,0,0
2011-12T00:00:00Z,-3.5,0,0
2012-01T00:00:00Z,-7.3,0,0
2012-02T00:00:00Z,-5.4,0,0
2012-03T00:00:00Z,0.4,0,0
2012-04T00:00:00Z,1.9,0,0
2012-05T00:00:00Z,10.1,0,0
2012-06T00:00:00Z,11.8,0,0
2012-07T00:00:00Z,16,0,0
2012-08T00:00:00Z,15.4,0,0
2012-09T00:00:00Z,10.4,0,0
2012-10T00:00:00Z,6.4,0,0
2012-11T00:00:00Z,-1.6,0,0
2012-12T00:00:00Z,-3.8,0,0
2013-01T00:00:00Z,-8.7,0,0
2013-02T00:00:00Z,-7.3,0,0
2013-03T00:00:00Z,-4.2,0,0
2013-04T00:00:00Z,1.2,0,0
2013-05T00:00:00Z,6.8,0,0
2013-06T00:00:00Z,12.8,0,0
2013-07T00:00:00Z,18,0,0
2013-08T00:00:00Z,13.7,0,0
2013-09T00:00:00Z,9.1,0,0
2013-10T00:00:00Z,5.1,0,0
2013-11T00:00:00Z,-3,0,0
2013-12T00:00:00Z,-7,0,0
# Ndep,,,
 ,eco311,eco311,eco311
TIMESTEP,MEAN(g/m2/month),VARIANCE(mm/month^2),STD_DEV(mm/month)
1992-01T00:00:00Z,0.094609167,0,0
1992-02T00:00:00Z,0.094609167,0,0
1992-03T00:00:00Z,0.094609167,0,0
1992-04T00:00:00Z,0.094609167,0,0
1992-05T00:00:00Z,0.094609167,0,0
1992-06T00:00:00Z,0.094609167,0,0
1992-07T00:00:00Z,0.094609167,0,0
1992-08T00:00:00Z,0.094609167,0,0
1992-09T00:00:00Z,0.094609167,0,0
1992-10T00:00:00Z,0.094609167,0,0
1992-11T00:00:00Z,0.094609167,0,0
1992-12T00:00:00Z,0.094609167,0,0
1993-01T00:00:00Z,0.094609167,0,0
1993-02T00:00:00Z,0.094609167,0,0
1993-03T00:00:00Z,0.094609167,0,0
1993-04T00:00:00Z,0.094609167,0,0
1993-05T00:00:00Z,0.094609167,0,0
1993-06T00:00:00Z,0.094609167,0,0
1993-07T00:00:00Z,0.094609167,0,0
1993-08T00:00:00Z,0.094609167,0,0
1993-09T00:00:00Z,0.094609167,0,0
1993-10T00:00:00Z,0.094609167,0,0
1993-11T00:00:00Z,0.094609167,0,0
1993-12T00:00:00Z,0.094609167,0,0
1994-01T00:00:00Z,0.094609167,0,0
1994-02T00:00:00Z,0.094609167,0,0
1994-03T00:00:00Z,0.094609167,0,0
1994-04T00:00:00Z,0.094609167,0,0
1994-05T00:00:00Z,0.094609167,0,0
1994-06T00:00:00Z,0.094609167,0,0
1994-07T00:00:00Z,0.094609167,0,0
1994-08T00:00:00Z,0.094609167,0,0
1994-09T00:00:00Z,0.094609167,0,0
1994-10T00:00:00Z,0.094609167,0,0
1994-11T00:00:00Z,0.094609167,0,0
1994-12T00:00:00Z,0.094609167,0,0
1995-01T00:00:00Z,0.094609167,0,0
1995-02T00:00:00Z,0.094609167,0,0
1995-03T00:00:00Z,0.094609167,0,0
1995-04T00:00:00Z,0.094609167,0,0
1995-05T00:00:00Z,0.094609167,0,0
1995-06T00:00:00Z,0.094609167,0,0
1995-07T00:00:00Z,0.094609167,0,0
1995-08T00:00:00Z,0.094609167,0,0
1995-09T00:00:00Z,0.094609167,0,0
1995-10T00:00:00Z,0.094609167,0,0
1995-11T00:00:00Z,0.094609167,0,0
1995-12T00:00:00Z,0.094609167,0,0
1996-01T00:00:00Z,0.094609167,0,0
1996-02T00:00:00Z,0.094609167,0,0
1996-03T00:00:00Z,0.094609167,0,0
1996-04T00:00:00Z,0.094609167,0,0
1996-05T00:00:00Z,0.094609167,0,0
1996-06T00:00:00Z,0.094609167,0,0
1996-07T00:00:00Z,0.094609167,0,0
1996-08T00:00:00Z,0.094609167,0,0
1996-09T00:00:00Z,0.094609167,0,0
1996-10T00:00:00Z,0.094609167,0,0
1996-11T00:00:00Z,0.094609167,0,0
1996-12T00:00:00Z,0.094609167,0,0
1997-01T00:00:00Z,0.094609167,0,0
1997-02T00:00:00Z,0.094609167,0,0
1997-03T00:00:00Z,0.094609167,0,0
1997-04T00:00:00Z,0.094609167,0,0
1997-05T00:00:00Z,0.094609167,0,0
1997-06T00:00:00Z,0.094609167,0,0
1997-07T00:00:00Z,0.094609167,0,0
1997-08T00:00:00Z,0.094609167,0,0
1997-09T00:00:00Z,0.094609167,0,0
1997-10T00:00:00Z,0.094609167,0,0
1997-11T00:00:00Z,0.094609167,0,0
1997-12T00:00:00Z,0.094609167,0,0
1998-01T00:00:00Z,0.094609167,0,0
1998-02T00:00:00Z,0.094609167,0,0
1998-03T00:00:00Z,0.094609167,0,0
1998-04T00:00:00Z,0.094609167,0,0
1998-05T00:00:00Z,0.094609167,0,0
1998-06T00:00:00Z,0.094609167,0,0
1998-07T00:00:00Z,0.094609167,0,0
1998-08T00:00:00Z,0.094609167,0,0
1998-09T00:00:00Z,0.094609167,0,0
1998-10T00:00:00Z,0.094609167,0,0
1998-11T00:00:00Z,0.094609167,0,0
1998-12T00:00:00Z,0.094609167,0,0
1999-01T00:00:00Z,0.094609167,0,0
1999-02T00:00:00Z,0.094609167,0,0
1999-03T00:00:00Z,0.094609167,0,0
1999-04T00:00:00Z,0.094609167,0,0
1999-05T00:00:00Z,0.094609167,0,0
1999-06T00:00:00Z,0.094609167,0,0
1999-07T00:00:00Z,0.094609167,0,0
1999-08T00:00:00Z,0.094609167,0,0
1999-09T00:00:00Z,0.094609167,0,0
1999-10T00:00:00Z,0.094609167,0,0
1999-11T00:00:00Z,0.094609167,0,0
1999-12T00:00:00Z,0.094609167,0,0
2000-01T00:00:00Z,0.094609167,0,0
2000-02T00:00:00Z,0.094609167,0,0
2000-03T00:00:00Z,0.094609167,0,0
2000-04T00:00:00Z,0.094609167,0,0
2000-05T00:00:00Z,0.094609167,0,0
2000-06T00:00:00Z,0.094609167,0,0
2000-07T00:00:00Z,0.094609167,0,0
2000-08T00:00:00Z,0.094609167,0,0
2000-09T00:00:00Z,0.094609167,0,0
2000-10T00:00:00Z,0.094609167,0,0
2000-11T00:00:00Z,0.094609167,0,0
2000-12T00:00:00Z,0.094609167,0,0
2001-01T00:00:00Z,0.0922315,0,0
2001-02T00:00:00Z,0.0922315,0,0
2001-03T00:00:00Z,0.0922315,0,0
2001-04T00:00:00Z,0.0922315,0,0
2001-05T00:00:00Z,0.0922315,0,0
2001-06T00:00:00Z,0.0922315,0,0
2001-07T00:00:00Z,0.0922315,0,0
2001-08T00:00:00Z,0.0922315,0,0
2001-09T00:00:00Z,0.0922315,0,0
2001-10T00:00:00Z,0.0922315,0,0
2001-11T00:00:00Z,0.0922315,0,0
2001-12T00:00:00Z,0.0922315,0,0
2002-01T00:00:00Z,0.084673167,0,0
2002-02T00:00:00Z,0.084673167,0,0
2002-03T00:00:00Z,0.084673167,0,0
2002-04T00:00:00Z,0.084673167,0,0
2002-05T00:00:00Z,0.084673167,0,0
2002-06T00:00:00Z,0.084673167,0,0
2002-07T00:00:00Z,0.084673167,0,0
2002-08T00:00:00Z,0.084673167,0,0
2002-09T00:00:00Z,0.084673167,0,0
2002-10T00:00:00Z,0.084673167,0,0
2002-11T00:00:00Z,0.084673167,0,0
2002-12T00:00:00Z,0.084673167,0,0
2003-01T00:00:00Z,0.083181425,0,0
2003-02T00:00:00Z,0.083181425,0,0
2003-03T00:00:00Z,0.083181425,0,0
2003-04T00:00:00Z,0.083181425,0,0
2003-05T00:00:00Z,0.083181425,0,0
2003-06T00:00:00Z,0.083181425,0,0
2003-07T00:00:00Z,0.083181425,0,0
2003-08T00:00:00Z,0.083181425,0,0
2003-09T00:00:00Z,0.083181425,0,0
2003-10T00:00:00Z,0.083181425,0,0
2003-11T00:00:00Z,0.083181425,0,0
2003-12T00:00:00Z,0.083181425,0,0
2004-01T00:00:00Z,0.07382735,0,0
2004-02T00:00:00Z,0.07382735,0,0
2004-03T00:00:00Z,0.07382735,0,0
2004-04T00:00:00Z,0.07382735,0,0
2004-05T00:00:00Z,0.07382735,0,0
2004-06T00:00:00Z,0.07382735,0,0
2004-07T00:00:00Z,0.07382735,0,0
2004-08T00:00:00Z,0.07382735,0,0
2004-09T00:00:00Z,0.07382735,0,0
2004-10T00:00:00Z,0.07382735,0,0
2004-11T00:00:00Z,0.07382735,0,0
2004-12T00:00:00Z,0.07382735,0,0
2005-01T00:00:00Z,0.072473783,0,0
2005-02T00:00:00Z,0.072473783,0,0
2005-03T00:00:00Z,0.072473783,0,0
2005-04T00:00:00Z,0.072473783,0,0
2005-05T00:00:00Z,0.072473783,0,0
2005-06T00:00:00Z,0.072473783,0,0
2005-07T00:00:00Z,0.072473783,0,0
2005-08T00:00:00Z,0.072473783,0,0
2005-09T00:00:00Z,0.072473783,0,0
2005-10T00:00:00Z,0.072473783,0,0
2005-11T00:00:00Z,0.072473783,0,0
2005-12T00:00:00Z,0.072473783,0,0
2006-01T00:00:00Z,0.069704158,0,0
2006-02T00:00:00Z,0.069704158,0,0
2006-03T00:00:00Z,0.069704158,0,0
2006-04T00:00:00Z,0.069704158,0,0
2006-05T00:00:00Z,0.069704158,0,0
2006-06T00:00:00Z,0.069704158,0,0
2006-07T00:00:00Z,0.069704158,0,0
2006-08T00:00:00Z,0.069704158,0,0
2006-09T00:00:00Z,0.069704158,0,0
2006-10T00:00:00Z,0.069704158,0,0
2006-11T00:00:00Z,0.069704158,0,0
2006-12T00:00:00Z,0.069704158,0,0
2007-01T00:00:00Z,0.077371158,0,0
2007-02T00:00:00Z,0.077371158,0,0
2007-03T00:00:00Z,0.077371158,0,0
2007-04T00:00:00Z,0.077371158,0,0
2007-05T00:00:00Z,0.077371158,0,0
2007-06T00:00:00Z,0.077371158,0,0
2007-07T00:00:00Z,0.077371158,0,0
2007-08T00:00:00Z,0.077371158,0,0
2007-09T00:00:00Z,0.077371158,0,0
2007-10T00:00:00Z,0.077371158,0,0
2007-11T00:00:00Z,0.077371158,0,0
2007-12T00:00:00Z,0.077371158,0,0
2008-01T00:00:00Z,0.081380942,0,0
2008-02T00:00:00Z,0.081380942,0,0
2008-03T00:00:00Z,0.081380942,0,0
2008-04T00:00:00Z,0.081380942,0,0
2008-05T00:00:00Z,0.081380942,0,0
2008-06T00:00:00Z,0.081380942,0,0
2008-07T00:00:00Z,0.081380942,0,0
2008-08T00:00:00Z,0.081380942,0,0
2008-09T00:00:00Z,0.081380942,0,0
2008-10T00:00:00Z,0.081380942,0,0
2008-11T00:00:00Z,0.081380942,0,0
2008-12T00:00:00Z,0.081380942,0,0
2009-01T00:00:00Z,0.0600865,0,0
2009-02T00:00:00Z,0.0600865,0,0
2009-03T00:00:00Z,0.0600865,0,0
2009-04T00:00:00Z,0.0600865,0,0
2009-05T00:00:00Z,0.0600865,0,0
2009-06T00:00:00Z,0.0600865,0,0
2009-07T00:00:00Z,0.0600865,0,0
2009-08T00:00:00Z,0.0600865,0,0
2009-09T00:00:00Z,0.0600865,0,0
2009-10T00:00:00Z,0.0600865,0,0
2009-11T00:00:00Z,0.0600865,0,0
2009-12T00:00:00Z,0.0600865,0,0
2010-01T00:00:00Z,0.054646067,0,0
2010-02T00:00:00Z,0.054646067,0,0
2010-03T00:00:00Z,0.054646067,0,0
2010-04T00:00:00Z,0.054646067,0,0
2010-05T00:00:00Z,0.054646067,0,0
2010-06T00:00:00Z,0.054646067,0,0
2010-07T00:00:00Z,0.054646067,0,0
2010-08T00:00:00Z,0.054646067,0,0
2010-09T00:00:00Z,0.054646067,0,0
2010-10T00:00:00Z,0.054646067,0,0
2010-11T00:00:00Z,0.054646067,0,0
2010-12T00:00:00Z,0.054646067,0,0
2011-01T00:00:00Z,0.066902467,0,0
2011-02T00:00:00Z,0.066902467,0,0
2011-03T00:00:00Z,0.066902467,0,0
2011-04T00:00:00Z,0.066902467,0,0
2011-05T00:00:00Z,0.066902467,0,0
2011-06T00:00:00Z,0.066902467,0,0
2011-07T00:00:00Z,0.066902467,0,0
2011-08T00:00:00Z,0.066902467,0,0
2011-09T00:00:00Z,0.066902467,0,0
2011-10T00:00:00Z,0.066902467,0,0
2011-11T00:00:00Z,0.066902467,0,0
2011-12T00:00:00Z,0.066902467,0,0
2012-01T00:00:00Z,0.065610433,0,0
2012-02T00:00:00Z,0.065610433,0,0
2012-03T00:00:00Z,0.065610433,0,0
2012-04T00:00:00Z,0.065610433,0,0
2012-05T00:00:00Z,0.065610433,0,0
2012-06T00:00:00Z,0.065610433,0,0
2012-07T00:00:00Z,0.065610433,0,0
2012-08T00:00:00Z,0.065610433,0,0
2012-09T00:00:00Z,0.065610433,0,0
2012-10T00:00:00Z,0.065610433,0,0
2012-11T00:00:00Z,0.065610433,0,0
2012-12T00:00:00Z,0.065610433,0,0
2013-01T00:00:00Z,0.062529192,0,0
2013-02T00:00:00Z,0.062529192,0,0
2013-03T00:00:00Z,0.062529192,0,0
2013-04T00:00:00Z,0.062529192,0,0
2013-05T00:00:00Z,0.062529192,0,0
2013-06T00:00:00Z,0.062529192,0,0
2013-07T00:00:00Z,0.062529192,0,0
2013-08T00:00:00Z,0.062529192,0,0
2013-09T00:00:00Z,0.062529192,0,0
2013-10T00:00:00Z,0.062529192,0,0
2013-11T00:00:00Z,0.062529192,0,0
2013-12T00:00:00Z,0.062529192,0,0
