Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,ppt,airtemp,avgNPPtc,avgResp,avgNEE,Ndep,StreamN,
1, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 54.49, 28.89, -25.6, 0.07, 0, 
1, 8, ClimateRegion3, 0, 1, 15, 27.5, 50.39, 24.02, -26.37, 0.08, 0.01, 
1, 9, ClimateRegion3, 0, 1, 10, 25, 46.2, 19.09, -27.11, 0.06, 0, 
1, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 41.53, 13.63, -27.89, 0.04, 0, 
1, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 33.88, 9.47, -24.41, 0.06, 0, 
1, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 28.22, 6.95, -21.27, 0.06, 0.01, 
1, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 18.58, 6.07, -12.51, 0.05, 0.01, 
1, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 25.69, 6.94, -18.75, 0.07, 0.01, 
1, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 23.96, 10.28, -13.68, 0.07, 0.01, 
1, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 29.68, 13.55, -16.13, 0.06, 0.01, 
1, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 31.58, 17.59, -13.99, 0.04, 0, 
1, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 40.89, 21.38, -19.51, 0.07, 0.01, 
2, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 45.07, 22.38, -22.7, 0.07, 0.01, 
2, 8, ClimateRegion3, 0, 1, 15, 27.5, 47.17, 22.15, -25.02, 0.08, 0.01, 
2, 9, ClimateRegion3, 0, 1, 10, 25, 45.34, 19.1, -26.24, 0.06, 0, 
2, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 43.05, 14.07, -28.98, 0.04, 0, 
2, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 34.14, 9.99, -24.16, 0.06, 0, 
2, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 30.18, 7.47, -22.72, 0.06, 0.01, 
2, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 20.25, 6.63, -13.62, 0.05, 0.01, 
2, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 27.32, 7.67, -19.66, 0.07, 0.01, 
2, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 25.65, 11.42, -14.23, 0.07, 0.01, 
2, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 32.85, 15.13, -17.72, 0.06, 0.01, 
2, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 34.05, 19.74, -14.3, 0.04, 0, 
2, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 43.85, 24.05, -19.8, 0.07, 0.01, 
3, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 47.98, 25.15, -22.83, 0.07, 0.01, 
3, 8, ClimateRegion3, 0, 1, 15, 27.5, 50.79, 24.83, -25.95, 0.08, 0.02, 
3, 9, ClimateRegion3, 0, 1, 10, 25, 49.17, 21.4, -27.78, 0.06, 0, 
3, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 47.47, 15.73, -31.74, 0.04, 0, 
3, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 36.82, 11.22, -25.61, 0.06, 0, 
3, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 33.12, 8.46, -24.66, 0.06, 0.01, 
3, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 22.15, 7.57, -14.58, 0.05, 0.01, 
3, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 30.32, 8.76, -21.56, 0.07, 0.01, 
3, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 28.09, 12.97, -15.12, 0.07, 0.01, 
3, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 36.54, 17.16, -19.38, 0.06, 0.01, 
3, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 37.48, 22.38, -15.1, 0.04, 0, 
3, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 47.88, 27.18, -20.69, 0.07, 0.01, 
4, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 52.36, 28.28, -24.08, 0.07, 0.01, 
4, 8, ClimateRegion3, 0, 1, 15, 27.5, 55.33, 27.79, -27.54, 0.08, 0.02, 
4, 9, ClimateRegion3, 0, 1, 10, 25, 53.7, 23.85, -29.85, 0.06, 0, 
4, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 52.18, 17.48, -34.7, 0.04, 0, 
4, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 39.81, 12.47, -27.34, 0.06, 0, 
4, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 36.03, 9.46, -26.56, 0.06, 0.01, 
4, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 24.09, 8.5, -15.59, 0.05, 0.01, 
4, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 33.29, 9.83, -23.46, 0.07, 0.01, 
4, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 30.52, 14.46, -16.06, 0.07, 0.01, 
4, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 40.03, 19.08, -20.95, 0.06, 0.01, 
4, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 40.79, 24.84, -15.95, 0.04, 0, 
4, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 51.74, 30.08, -21.66, 0.07, 0.01, 
5, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 56.5, 31.17, -25.33, 0.07, 0.01, 
5, 8, ClimateRegion3, 0, 1, 15, 27.5, 59.53, 30.5, -29.03, 0.08, 0.02, 
5, 9, ClimateRegion3, 0, 1, 10, 25, 57.82, 26.07, -31.74, 0.06, 0, 
5, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 56.39, 19.05, -37.34, 0.04, 0, 
5, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 42.47, 13.6, -28.87, 0.06, 0, 
5, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 38.56, 10.36, -28.2, 0.06, 0.01, 
5, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 26.06, 9.33, -16.73, 0.05, 0.01, 
5, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 35.71, 10.76, -24.94, 0.07, 0.01, 
5, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 32.7, 15.77, -16.93, 0.07, 0.02, 
5, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 43.1, 20.76, -22.34, 0.06, 0.01, 
5, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 43.65, 26.98, -16.67, 0.04, 0, 
5, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 55.06, 32.6, -22.46, 0.07, 0.02, 
6, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 60.03, 33.67, -26.36, 0.07, 0.01, 
6, 8, ClimateRegion3, 0, 1, 15, 27.5, 63.07, 32.83, -30.24, 0.08, 0.02, 
6, 9, ClimateRegion3, 0, 1, 10, 25, 61.27, 27.99, -33.29, 0.06, 0, 
6, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 59.94, 20.4, -39.54, 0.04, 0, 
6, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 44.65, 14.56, -30.09, 0.06, 0, 
6, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 40.77, 11.12, -29.66, 0.06, 0.01, 
6, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 27.99, 10.03, -17.96, 0.05, 0.01, 
6, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 37.46, 11.56, -25.9, 0.07, 0.01, 
6, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 34.54, 16.88, -17.67, 0.07, 0.02, 
6, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 45.71, 22.18, -23.53, 0.06, 0.01, 
6, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 46.02, 28.79, -17.23, 0.04, 0, 
6, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 57.79, 34.73, -23.06, 0.07, 0.02, 
7, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 62.9, 35.77, -27.14, 0.07, 0.02, 
7, 8, ClimateRegion3, 0, 1, 15, 27.5, 65.94, 34.78, -31.16, 0.08, 0.02, 
7, 9, ClimateRegion3, 0, 1, 10, 25, 64.06, 29.59, -34.48, 0.06, 0, 
7, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 62.86, 21.52, -41.34, 0.04, 0, 
7, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 46.36, 15.36, -31, 0.06, 0, 
7, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 42.69, 11.75, -30.94, 0.06, 0.01, 
7, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 29.8, 10.61, -19.2, 0.05, 0.01, 
7, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 38.69, 12.22, -26.47, 0.07, 0.01, 
7, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 36.03, 17.8, -18.23, 0.07, 0.02, 
7, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 47.91, 23.36, -24.56, 0.06, 0.01, 
7, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 47.94, 30.29, -17.64, 0.04, 0, 
7, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 59.98, 36.48, -23.5, 0.07, 0.02, 
8, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 65.18, 37.5, -27.69, 0.07, 0.02, 
8, 8, ClimateRegion3, 0, 1, 15, 27.5, 68.21, 36.39, -31.82, 0.08, 0.02, 
8, 9, ClimateRegion3, 0, 1, 10, 25, 66.26, 30.9, -35.36, 0.06, 0, 
8, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 65.23, 22.45, -42.78, 0.04, 0, 
8, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 47.65, 16.02, -31.63, 0.06, 0, 
8, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 44.29, 12.27, -32.02, 0.06, 0.01, 
8, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 31.42, 11.08, -20.33, 0.05, 0.01, 
8, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 39.54, 12.76, -26.78, 0.07, 0.01, 
8, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 37.22, 18.55, -18.67, 0.07, 0.02, 
8, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 49.76, 24.32, -25.44, 0.06, 0.01, 
8, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 49.46, 31.52, -17.94, 0.04, 0, 
8, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 61.7, 37.91, -23.79, 0.07, 0.02, 
9, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 66.96, 38.91, -28.05, 0.07, 0.02, 
9, 8, ClimateRegion3, 0, 1, 15, 27.5, 69.96, 37.7, -32.26, 0.08, 0.02, 
9, 9, ClimateRegion3, 0, 1, 10, 25, 67.96, 31.98, -35.98, 0.06, 0, 
9, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 67.13, 23.2, -43.92, 0.04, 0, 
9, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 48.57, 16.55, -32.02, 0.06, 0, 
9, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 45.51, 12.69, -32.82, 0.06, 0.01, 
9, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 32.76, 11.47, -21.29, 0.05, 0.01, 
9, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 40.17, 13.2, -26.97, 0.07, 0.01, 
9, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 38.22, 19.17, -19.05, 0.07, 0.02, 
9, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 51.28, 25.11, -26.17, 0.06, 0.01, 
9, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 50.72, 32.52, -18.19, 0.04, 0, 
9, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 63.03, 39.08, -23.95, 0.07, 0.02, 
10, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 68.31, 40.06, -28.25, 0.07, 0.02, 
10, 8, ClimateRegion3, 0, 1, 15, 27.5, 71.28, 38.76, -32.51, 0.08, 0.02, 
10, 9, ClimateRegion3, 0, 1, 10, 25, 69.24, 32.86, -36.38, 0.06, 0, 
10, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 68.62, 23.82, -44.8, 0.04, 0, 
10, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 49.22, 16.99, -32.22, 0.06, 0, 
10, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 46.54, 13.04, -33.5, 0.06, 0.01, 
10, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 33.9, 11.79, -22.11, 0.05, 0.01, 
10, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 40.58, 13.56, -27.01, 0.07, 0.01, 
10, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 38.99, 19.67, -19.32, 0.07, 0.02, 
10, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 52.21, 25.75, -26.45, 0.06, 0.01, 
10, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 52.18, 33.34, -18.84, 0.04, 0, 
10, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 64.04, 40.04, -24, 0.07, 0.02, 
11, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 69.31, 41, -28.31, 0.07, 0.02, 
11, 8, ClimateRegion3, 0, 1, 15, 27.5, 72.25, 39.64, -32.61, 0.08, 0.02, 
11, 9, ClimateRegion3, 0, 1, 10, 25, 70.18, 33.57, -36.61, 0.06, 0, 
11, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 69.66, 24.32, -45.33, 0.04, 0, 
11, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 49.82, 17.35, -32.47, 0.06, 0, 
11, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 47.25, 13.32, -33.93, 0.06, 0.01, 
11, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 34.84, 12.05, -22.79, 0.05, 0.01, 
11, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 40.92, 13.86, -27.06, 0.07, 0.01, 
11, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 39.59, 20.08, -19.51, 0.07, 0.02, 
11, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 52.92, 26.27, -26.65, 0.06, 0.01, 
11, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 53.04, 34.01, -19.03, 0.04, 0, 
11, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 64.77, 40.82, -23.95, 0.07, 0.02, 
12, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 70.01, 41.77, -28.24, 0.07, 0.02, 
12, 8, ClimateRegion3, 0, 1, 15, 27.5, 72.91, 40.35, -32.56, 0.08, 0.02, 
12, 9, ClimateRegion3, 0, 1, 10, 25, 70.81, 34.16, -36.65, 0.06, 0, 
12, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 70.46, 24.74, -45.73, 0.04, 0, 
12, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 50.12, 17.65, -32.47, 0.06, 0, 
12, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 47.77, 13.55, -34.21, 0.06, 0.01, 
12, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 35.49, 12.26, -23.23, 0.05, 0.01, 
12, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 41.23, 14.1, -27.12, 0.07, 0.01, 
12, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 40.04, 20.42, -19.62, 0.07, 0.02, 
12, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 53.45, 26.71, -26.74, 0.06, 0.01, 
12, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 53.78, 34.56, -19.22, 0.04, 0, 
12, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 65.27, 41.46, -23.81, 0.07, 0.02, 
13, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 70.46, 42.41, -28.06, 0.07, 0.02, 
13, 8, ClimateRegion3, 0, 1, 15, 27.5, 73.33, 40.95, -32.38, 0.08, 0.02, 
13, 9, ClimateRegion3, 0, 1, 10, 25, 71.21, 34.66, -36.54, 0.06, 0, 
13, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 71.07, 25.09, -45.98, 0.04, 0, 
13, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 50.19, 17.9, -32.29, 0.06, 0, 
13, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 48.11, 13.75, -34.36, 0.06, 0.01, 
13, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 35.83, 12.45, -23.38, 0.05, 0.01, 
13, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 41.58, 14.31, -27.27, 0.07, 0.02, 
13, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 40.38, 20.71, -19.67, 0.07, 0.02, 
13, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 53.82, 27.07, -26.75, 0.06, 0.01, 
13, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 54.4, 35.02, -19.38, 0.04, 0, 
13, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 65.58, 42.01, -23.57, 0.07, 0.02, 
14, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 70.71, 42.95, -27.76, 0.07, 0.02, 
14, 8, ClimateRegion3, 0, 1, 15, 27.5, 73.54, 41.46, -32.08, 0.08, 0.02, 
14, 9, ClimateRegion3, 0, 1, 10, 25, 71.4, 35.09, -36.3, 0.06, 0, 
14, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 71.51, 25.4, -46.11, 0.04, 0, 
14, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 50.08, 18.12, -31.96, 0.06, 0, 
14, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 48.3, 13.93, -34.37, 0.06, 0.01, 
14, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 35.85, 12.61, -23.24, 0.05, 0.01, 
14, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 42.02, 14.49, -27.54, 0.07, 0.02, 
14, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 40.63, 20.95, -19.68, 0.07, 0.02, 
14, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 54.05, 27.38, -26.66, 0.06, 0.01, 
14, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 54.93, 35.42, -19.51, 0.04, 0, 
14, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 65.73, 42.48, -23.25, 0.07, 0.02, 
15, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 70.79, 43.42, -27.37, 0.07, 0.02, 
15, 8, ClimateRegion3, 0, 1, 15, 27.5, 73.58, 41.9, -31.68, 0.08, 0.02, 
15, 9, ClimateRegion3, 0, 1, 10, 25, 71.43, 35.48, -35.95, 0.06, 0, 
15, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 71.8, 25.67, -46.13, 0.04, 0, 
15, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 49.84, 18.32, -31.52, 0.06, 0, 
15, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 48.27, 14.08, -34.19, 0.06, 0.01, 
15, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 35.48, 12.75, -22.73, 0.05, 0.01, 
15, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 42.7, 14.64, -28.05, 0.07, 0.02, 
15, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 40.82, 21.16, -19.65, 0.07, 0.02, 
15, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 54.16, 27.65, -26.5, 0.06, 0.01, 
15, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 55.38, 35.77, -19.62, 0.04, 0, 
15, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 65.75, 42.89, -22.86, 0.07, 0.02, 
16, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 70.74, 43.84, -26.9, 0.07, 0.02, 
16, 8, ClimateRegion3, 0, 1, 15, 27.5, 73.48, 42.3, -31.19, 0.08, 0.02, 
16, 9, ClimateRegion3, 0, 1, 10, 25, 71.32, 35.82, -35.5, 0.06, 0, 
16, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 71.97, 25.91, -46.06, 0.04, 0, 
16, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 49.49, 18.5, -30.99, 0.06, 0, 
16, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 48.06, 14.22, -33.84, 0.06, 0.01, 
16, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 34.59, 12.87, -21.72, 0.05, 0.01, 
16, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 43.58, 14.78, -28.8, 0.07, 0.02, 
16, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 41.09, 21.35, -19.74, 0.07, 0.02, 
16, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 54.16, 27.89, -26.26, 0.06, 0.01, 
16, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 55.77, 36.07, -19.7, 0.04, 0, 
16, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 65.66, 43.25, -22.41, 0.07, 0.02, 
17, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 70.54, 44.21, -26.33, 0.07, 0.02, 
17, 8, ClimateRegion3, 0, 1, 15, 27.5, 73.24, 42.65, -30.59, 0.08, 0.02, 
17, 9, ClimateRegion3, 0, 1, 10, 25, 71.07, 36.33, -34.73, 0.06, 0, 
17, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 74.29, 26.27, -48.02, 0.04, 0, 
17, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 47.92, 18.79, -29.13, 0.06, 0, 
17, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 47.48, 14.44, -33.04, 0.06, 0.01, 
17, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 32.82, 13.06, -19.76, 0.05, 0.01, 
17, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 44.94, 14.99, -29.95, 0.07, 0.02, 
17, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 41.56, 21.63, -19.93, 0.07, 0.02, 
17, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 56.85, 28.24, -28.61, 0.06, 0.01, 
17, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 56.65, 36.5, -20.15, 0.04, 0, 
17, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 65.53, 43.75, -21.77, 0.07, 0.02, 
18, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 70.33, 44.71, -25.63, 0.07, 0.02, 
18, 8, ClimateRegion3, 0, 1, 15, 27.5, 73.01, 43.12, -29.88, 0.08, 0.02, 
18, 9, ClimateRegion3, 0, 1, 10, 25, 70.84, 36.66, -34.18, 0.06, 0, 
18, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 73.17, 26.5, -46.66, 0.04, 0, 
18, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 47.81, 18.93, -28.87, 0.06, 0, 
18, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 46.41, 14.55, -31.86, 0.06, 0.01, 
18, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 30.17, 13.17, -17.01, 0.05, 0.01, 
18, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 46.66, 15.1, -31.56, 0.07, 0.02, 
18, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 42.85, 21.78, -21.07, 0.07, 0.02, 
18, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 56.12, 28.42, -27.7, 0.06, 0.01, 
18, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 56.34, 36.74, -19.6, 0.04, 0, 
18, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 65.36, 44.04, -21.31, 0.07, 0.02, 
19, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 70.07, 45.01, -25.06, 0.07, 0.02, 
19, 8, ClimateRegion3, 0, 1, 15, 27.5, 72.69, 43.42, -29.27, 0.08, 0.02, 
19, 9, ClimateRegion3, 0, 1, 10, 25, 70.51, 36.89, -33.62, 0.06, 0, 
19, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 72.23, 26.67, -45.56, 0.04, 0, 
19, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 47.73, 19.04, -28.69, 0.06, 0, 
19, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 44.07, 14.64, -29.43, 0.06, 0.01, 
19, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 26.6, 13.24, -13.35, 0.05, 0.02, 
19, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 46.24, 15.18, -31.06, 0.07, 0.02, 
19, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 47.2, 21.88, -25.32, 0.07, 0.02, 
19, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 55.39, 28.56, -26.83, 0.06, 0.01, 
19, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 56.45, 36.92, -19.54, 0.04, 0, 
19, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 65.09, 44.26, -20.83, 0.07, 0.02, 
20, 7, ClimateRegion3, 0, 1, 13.1, 27.6, 69.71, 45.24, -24.47, 0.07, 0.02, 
20, 8, ClimateRegion3, 0, 1, 15, 27.5, 72.28, 43.66, -28.62, 0.08, 0.02, 
20, 9, ClimateRegion3, 0, 1, 10, 25, 70.09, 37.09, -33, 0.06, 0, 
20, 10, ClimateRegion3, 0, 1, 5.7, 19.9, 71.29, 26.82, -44.47, 0.04, 0, 
20, 11, ClimateRegion3, 0, 1, 9.5, 14.6, 48.37, 19.14, -29.23, 0.06, 0, 
20, 12, ClimateRegion3, 0, 1, 10.9, 11.3, 37.55, 14.71, -22.84, 0.06, 0.02, 
20, 1, ClimateRegion3, 0, 1, 8.8, 9.9, 21.59, 13.31, -8.28, 0.05, 0.02, 
20, 2, ClimateRegion3, 0, 1, 12.1, 11.4, 39.33, 15.24, -24.08, 0.07, 0.02, 
20, 3, ClimateRegion3, 0, 1, 13.7, 15.5, 60.41, 21.96, -38.45, 0.07, 0.02, 
20, 4, ClimateRegion3, 0, 1, 10.9, 19.2, 54.83, 28.65, -26.18, 0.06, 0.01, 
20, 5, ClimateRegion3, 0, 1, 5.6, 23.5, 56.8, 37.05, -19.75, 0.04, 0, 
20, 6, ClimateRegion3, 0, 1, 13.3, 26.7, 64.78, 44.43, -20.36, 0.07, 0.02, 
